Satisfaction,Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Arrival Delay in Minutes,Female,Male,Disloyal Customer,Loyal Customer,Business Travel,Personal Travel,Business,Eco,Eco Plus
1,47,2121,2,4,2,1,5,2,5,5,2,3,3,4,2,5,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,23,2434,1,4,1,1,2,1,2,2,1,4,1,4,2,2,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,34,1565,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,63,1283,4,3,3,4,3,3,4,5,5,3,5,1,5,4,32.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,44,1610,3,4,4,3,5,3,4,5,5,4,5,3,5,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,13,1801,2,1,2,3,4,2,1,4,2,1,4,1,3,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,25,3653,2,2,2,2,4,4,4,4,5,3,5,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,51,688,2,5,5,5,5,3,3,2,2,2,2,1,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,47,2013,4,3,4,4,2,5,5,4,4,4,5,4,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,56,481,2,2,2,2,2,5,4,4,4,4,4,4,4,3,21.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,716,3,3,4,3,2,4,4,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,4712,4,4,4,4,5,4,4,5,1,3,2,2,3,5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,1120,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,2237,3,3,3,3,3,1,1,3,3,4,4,1,3,1,141.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,27,1526,5,4,5,4,5,5,1,5,4,2,5,3,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,35,1330,3,3,3,2,3,3,3,3,3,5,4,4,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,52,2315,4,2,2,2,1,4,3,3,3,3,4,3,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,1867,1,3,1,4,2,1,2,2,2,2,3,4,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,37,2199,2,4,2,4,5,2,3,5,4,5,3,4,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,27,1670,2,2,2,2,2,2,2,2,3,3,5,3,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30,2443,2,2,2,2,4,4,4,4,5,3,3,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,50,2929,4,4,4,5,3,4,3,3,4,5,4,4,4,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30,1992,5,5,5,5,4,4,4,4,5,4,5,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,15,1996,3,3,3,3,1,3,1,1,5,4,3,3,5,1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,60,2619,4,4,4,4,5,4,4,4,4,4,4,5,4,5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,23,2191,4,0,4,3,4,3,3,5,3,4,4,3,4,3,149.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,59,800,4,4,4,4,4,5,4,5,5,4,5,4,5,5,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,64,905,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,24,3065,4,5,4,3,1,4,1,1,5,2,4,4,5,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,39,644,1,2,2,2,4,4,4,1,1,1,1,2,1,2,42.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,2500,2,2,2,3,1,2,1,1,1,4,4,1,3,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,49,314,4,4,4,4,4,5,1,5,5,5,5,2,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,47,892,1,3,3,3,2,3,4,1,1,1,1,1,1,1,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,40,1304,4,4,4,4,4,4,5,5,5,5,5,5,5,4,24.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,43,2375,1,1,1,1,2,5,5,4,4,4,4,4,4,3,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,2318,2,2,2,5,4,2,4,4,4,5,4,1,4,4,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,58,60,2,4,4,4,4,3,3,2,2,2,2,2,2,3,51.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,36,382,0,1,1,2,2,4,4,2,2,2,2,5,2,3,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,939,3,4,4,4,3,3,3,3,2,5,3,2,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,38,1805,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,43,1143,2,2,2,2,4,5,5,2,2,2,2,3,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,44,2102,2,1,2,3,2,2,2,2,1,2,4,1,3,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,35,2540,1,1,1,1,4,5,5,3,4,5,1,5,2,5,162.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,52,2019,1,5,1,2,1,1,1,1,5,2,4,5,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,25,1481,1,0,1,4,1,1,1,1,4,1,4,1,1,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,8,2355,1,1,1,1,5,5,5,5,3,2,4,5,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,43,1777,1,0,1,4,4,1,4,4,3,2,5,3,1,4,51.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,38,2731,4,5,4,5,2,4,2,2,4,3,5,5,4,2,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,45,2501,0,0,0,1,5,5,4,4,4,4,4,3,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,791,4,4,2,4,3,4,5,5,5,5,5,5,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,33,1311,4,1,1,1,4,4,4,4,4,2,2,1,5,4,94.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,32,5201,5,5,5,5,3,2,3,3,3,2,5,5,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,2346,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,1437,4,4,4,4,4,4,4,4,4,4,4,3,4,5,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,2043,3,5,3,1,4,3,4,4,4,5,4,4,3,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,42,3904,5,1,1,1,5,4,4,5,5,4,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,2613,3,3,3,3,5,3,3,4,4,4,3,1,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,2698,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,2235,1,1,1,3,3,1,3,3,3,5,5,4,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25,3026,3,5,5,5,3,2,3,3,1,4,3,1,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,1872,5,1,1,1,5,5,5,5,1,3,4,3,1,5,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,41,2329,2,2,2,2,4,4,4,4,4,2,4,4,5,4,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,46,1046,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,34,1999,0,0,0,1,4,0,5,4,3,3,1,1,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,55,1844,2,2,2,2,5,5,5,4,4,4,4,3,4,5,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,2484,3,5,5,5,3,3,3,3,5,3,4,3,2,3,239.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,44,2505,2,2,2,2,2,2,2,2,4,1,3,4,2,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,66,946,1,1,3,1,4,5,4,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,1312,4,4,4,4,4,4,4,4,5,2,4,4,1,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,66,3143,1,5,1,3,2,1,2,2,3,4,5,5,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,41,1860,2,2,1,2,2,4,4,4,4,4,4,3,4,5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,55,2732,1,1,1,1,4,5,5,5,5,5,5,3,5,3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,36,1127,3,3,3,3,4,5,5,5,5,5,5,4,5,5,30.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,19,5146,5,5,5,5,5,4,5,5,5,3,4,4,4,5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,1822,4,4,4,1,4,3,4,5,5,4,5,5,5,3,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,49,384,2,2,2,2,5,1,3,4,4,4,4,4,4,3,14.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,44,3774,3,3,3,3,2,4,4,2,2,2,2,4,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,11,2836,2,1,2,3,4,2,4,4,3,5,1,1,3,4,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,1868,3,3,3,2,5,3,5,5,3,5,5,3,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,36,2762,2,5,5,5,1,4,3,1,1,1,2,1,1,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,15,2198,5,3,5,4,5,5,5,5,2,5,4,4,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,53,353,3,3,3,3,2,5,1,5,5,5,5,1,5,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,3475,1,3,3,3,1,1,1,1,3,2,4,3,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,486,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,47,1810,3,4,5,4,2,5,2,2,5,3,4,3,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,47,1067,3,5,5,5,4,3,3,3,3,3,3,2,3,4,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,35,3316,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,3824,4,4,2,4,3,5,5,5,5,5,5,4,5,5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,23,1526,1,1,3,1,4,5,4,5,5,5,5,3,5,4,48.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,25,1950,4,5,3,2,1,3,1,1,4,3,5,3,4,1,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,43,1367,2,1,2,2,4,2,4,4,3,2,3,2,2,4,42.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,46,472,5,4,5,3,3,4,5,5,5,5,5,1,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,40,2472,3,3,3,3,3,2,3,3,3,3,3,2,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,2445,3,1,3,4,4,3,4,4,3,3,3,3,3,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,54,2467,1,3,3,3,3,3,4,1,1,1,1,1,1,2,36.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,54,483,2,2,2,2,3,4,5,4,4,4,4,5,4,5,11.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,61,433,2,3,3,3,4,4,3,2,2,2,2,1,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,29,2080,1,0,0,2,5,0,5,5,3,5,2,1,2,5,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,53,805,1,3,3,3,2,3,3,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,29,1366,2,0,2,1,3,2,3,3,1,4,2,2,4,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,49,1446,1,1,1,1,2,5,5,4,4,4,4,4,4,3,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,41,1411,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,55,2759,4,4,4,4,2,3,2,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,27,2882,5,5,5,5,4,3,4,4,5,3,4,3,4,4,45.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,301,0,0,0,2,2,4,4,5,5,5,5,3,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,46,208,3,3,3,3,3,4,3,2,2,3,2,3,2,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,46,1797,3,2,2,2,3,3,3,3,2,5,4,3,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,53,1540,3,3,3,3,5,4,4,3,3,3,3,4,3,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,57,3851,3,3,4,3,2,4,5,4,4,4,5,3,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,2108,1,1,1,1,2,5,4,5,5,5,5,3,5,4,77.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,2456,3,3,3,3,3,3,3,3,1,4,3,2,5,3,89.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,26,1717,2,0,2,1,2,2,2,2,1,3,2,2,1,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,36,1511,4,4,4,4,2,4,2,2,3,3,4,5,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,69,925,4,4,4,4,3,3,4,2,2,2,2,4,2,4,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,30,2140,3,5,3,4,3,3,2,3,4,5,5,3,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,64,115,1,5,5,5,2,3,2,3,3,3,1,4,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,54,2281,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,1908,4,3,4,3,3,4,3,3,2,1,4,2,1,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,2513,3,3,3,1,4,3,4,4,4,3,4,5,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,39,2830,2,2,2,2,3,4,5,4,4,4,5,4,4,5,72.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,3625,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,67,1476,2,4,2,5,3,2,3,3,1,3,3,5,1,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,13,2455,2,2,5,2,3,4,4,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,44,2363,3,3,3,3,4,3,4,4,1,1,3,3,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,57,3486,5,5,5,5,2,4,4,2,2,2,2,5,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,45,1460,2,2,2,2,2,5,4,4,4,4,4,5,4,5,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,42,2240,4,4,4,4,3,4,4,4,4,4,4,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,33,925,4,1,4,3,2,4,2,2,2,1,3,1,3,2,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,35,1598,1,1,1,1,2,3,4,4,4,4,4,5,4,3,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,61,3577,1,3,4,3,4,1,5,1,3,2,2,5,1,5,171.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,1453,1,1,1,1,3,5,4,4,4,4,4,4,4,4,46.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,28,3810,2,2,2,2,5,5,5,5,3,5,1,5,4,5,163.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,1941,3,2,3,4,4,3,4,4,2,5,4,3,4,4,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,994,5,5,5,5,1,5,1,1,3,4,5,4,5,1,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,24,1825,0,0,0,1,2,0,2,2,3,3,4,4,5,2,46.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,43,2059,2,2,2,2,5,5,5,4,4,4,4,5,4,3,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,52,1207,3,5,3,4,3,3,3,3,3,3,5,4,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,35,1853,3,1,3,2,5,3,5,5,4,5,3,3,2,5,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,37,3215,5,5,5,5,1,5,1,2,2,2,2,3,2,1,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,24,1583,3,1,3,3,1,3,1,1,3,5,4,2,3,1,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,35,1658,4,4,4,3,1,4,1,1,2,4,3,1,3,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,21,1521,5,5,5,3,4,5,4,4,4,5,2,3,2,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,29,2112,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,48,1116,5,4,5,5,4,5,1,4,5,4,4,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,47,397,4,4,4,4,4,4,5,5,5,5,5,4,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,2346,3,3,3,1,2,3,2,2,5,5,4,4,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,24,1394,3,0,3,2,5,3,2,5,3,3,2,2,5,5,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,52,3790,2,5,2,4,2,1,1,5,4,5,4,1,5,1,214.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,2893,5,5,5,4,4,5,4,4,4,4,5,3,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,457,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,61,95,4,4,4,3,2,4,4,4,4,4,4,3,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,3591,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,71,2522,1,2,2,2,1,1,1,1,3,1,3,2,4,1,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,58,2214,3,4,3,3,4,3,4,4,4,2,5,5,4,4,54.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,68,2094,4,4,4,3,3,4,3,3,2,1,3,2,4,3,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,47,1155,3,2,4,2,2,3,2,2,2,5,3,5,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,37,2294,1,1,1,4,4,1,4,4,2,5,3,2,3,4,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,22,2398,3,2,2,4,1,2,1,1,3,3,3,3,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,26,1716,4,5,4,5,3,4,3,3,4,5,5,3,4,3,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,48,1961,3,4,0,3,5,0,5,5,1,2,5,2,5,5,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,34,1111,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,279,4,4,4,4,3,4,4,5,5,5,5,3,5,3,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,29,1224,3,3,3,3,1,3,1,1,4,1,3,4,3,1,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,39,1321,3,3,3,3,1,3,1,1,3,4,4,3,5,1,60.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,43,1541,4,4,4,3,3,4,3,3,3,5,4,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,26,3473,3,4,4,3,1,3,1,1,4,4,3,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,50,3998,3,2,4,2,4,1,1,3,3,3,3,3,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,20,1969,2,0,2,2,2,2,5,2,1,4,5,3,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,32,2664,3,2,3,3,3,3,3,3,3,1,3,4,4,3,53.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,69,2139,3,4,3,1,3,3,3,3,4,2,5,2,2,3,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,67,1953,4,2,4,4,2,4,2,2,4,3,4,1,3,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,50,407,3,1,4,4,1,4,3,3,3,3,3,1,3,1,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,53,514,4,4,4,4,5,4,5,3,3,3,3,5,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,26,1969,4,4,4,2,4,4,4,4,4,2,5,3,3,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,35,4159,5,2,5,5,5,5,5,3,5,5,5,5,3,5,149.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,40,1379,2,3,3,3,2,3,3,2,2,2,2,2,2,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,56,2485,2,4,2,2,2,1,5,5,4,5,4,5,5,5,134.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,22,1214,1,1,1,4,1,1,1,1,3,4,3,2,4,1,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,35,1107,1,4,3,4,1,1,1,1,4,3,3,4,3,1,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,14,2684,2,5,2,1,4,2,4,4,3,2,4,1,2,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,29,2901,1,1,1,4,1,1,1,1,4,5,4,2,4,1,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,32,1417,4,4,4,4,3,4,3,3,4,5,5,5,5,3,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,35,3484,3,4,3,4,1,3,1,1,3,3,3,4,5,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,51,2440,5,5,2,5,5,5,5,3,5,3,4,5,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
